"temp","ph","oxig_dis","tds","turbidez","nitro_amoniacal","ion_nitrato","fecha_registro","id_Piscigranja","id"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:43:52","0","23"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:46:03","0","24"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:48:14","0","25"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:50:25","0","26"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:52:37","0","27"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:54:48","0","28"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:57:00","0","29"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 11:59:12","0","30"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:01:24","0","31"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:03:35","0","32"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:05:47","0","33"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:07:58","0","34"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:10:09","0","35"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:12:21","0","36"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:14:32","0","37"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:16:43","0","38"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 12:21:57","0","39"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:27:00","0","40"
"0.00","645.11","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:27:58","0","41"
"0.00","645.11","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:30:09","0","42"
"0.00","655.35","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:31:49","0","43"
"0.00","655.35","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:34:00","0","44"
"0.00","655.35","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:36:12","0","45"
"0.00","655.35","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:38:23","0","46"
"0.00","655.35","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:40:34","0","47"
"0.00","655.35","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:42:46","0","48"
"0.00","655.35","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:44:57","0","49"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:51:06","0","50"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 13:53:21","0","51"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:08:34","0","52"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:09:30","0","53"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:10:38","0","54"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:11:46","0","55"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:12:54","0","56"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:14:04","0","57"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:15:12","0","58"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:16:19","0","59"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:17:28","0","60"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:18:36","0","61"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:19:45","0","62"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:20:48","0","63"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:22:04","0","64"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:23:12","0","65"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:25:25","0","66"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:27:30","0","67"
"0.00","8.45","7.52","0.00","0.00","0.00","0.00","2023-06-08 14:28:09","0","68"
"0.00","8.45","7.51","0.00","0.00","0.00","0.00","2023-06-08 14:28:45","0","69"
"0.00","8.46","7.50","0.00","0.00","0.00","0.00","2023-06-08 14:29:56","0","70"
"0.00","8.45","7.50","0.00","0.00","0.00","0.00","2023-06-08 14:31:08","0","71"
"0.00","8.46","7.51","0.00","0.00","0.00","0.00","2023-06-08 14:32:20","0","72"
"0.00","8.46","7.50","0.00","0.00","0.00","0.00","2023-06-08 14:33:32","0","73"
"0.00","8.45","7.51","0.00","0.00","0.00","0.00","2023-06-08 14:34:43","0","74"
"0.00","8.46","7.51","0.00","0.00","0.00","0.00","2023-06-08 14:35:55","0","75"
"0.00","8.46","7.50","0.00","0.00","0.00","0.00","2023-06-08 14:37:06","0","76"
"0.00","8.46","7.51","0.00","0.00","0.00","0.00","2023-06-08 14:38:18","0","77"
"0.00","8.46","7.50","0.00","0.00","0.00","0.00","2023-06-08 14:39:30","0","78"
"0.00","8.45","7.50","0.00","0.00","0.00","0.00","2023-06-08 14:40:43","0","79"
"0.00","8.45","7.50","0.00","0.00","0.00","0.00","2023-06-08 14:41:56","0","80"
"0.00","8.45","7.51","0.00","0.00","0.00","0.00","2023-06-08 14:43:07","0","81"
"0.00","8.44","7.51","0.00","0.00","0.00","0.00","2023-06-08 14:44:19","0","82"
"0.00","8.44","7.52","0.00","0.00","0.00","0.00","2023-06-08 14:45:31","0","83"
"0.00","8.44","7.52","0.00","0.00","0.00","0.00","2023-06-08 14:46:43","0","84"
"0.00","8.44","7.55","0.00","0.00","0.00","0.00","2023-06-08 14:47:55","0","85"
"0.00","8.19","7.74","0.00","0.00","0.00","0.00","2023-06-08 14:49:07","0","86"
"0.00","8.19","7.73","0.00","0.00","0.00","0.00","2023-06-08 14:50:19","0","87"
"0.00","8.19","7.72","0.00","0.00","0.00","0.00","2023-06-08 14:51:31","0","88"
"0.00","8.20","7.71","0.00","0.00","0.00","0.00","2023-06-08 14:52:43","0","89"
"0.00","8.20","7.71","0.00","0.00","0.00","0.00","2023-06-08 14:53:55","0","90"
"0.00","8.20","7.71","0.00","0.00","0.00","0.00","2023-06-08 14:55:06","0","91"
"0.00","8.20","7.70","0.00","0.00","0.00","0.00","2023-06-08 14:56:18","0","92"
"0.00","8.20","7.70","0.00","0.00","0.00","0.00","2023-06-08 14:57:29","0","93"
"0.00","8.21","0.00","0.00","0.00","0.00","0.00","2023-06-08 14:58:41","0","94"
"0.00","8.21","7.70","0.00","0.00","0.00","0.00","2023-06-08 14:59:52","0","95"
"0.00","8.21","7.70","0.00","0.00","0.00","0.00","2023-06-08 15:01:05","0","96"
"0.00","8.21","7.70","0.00","0.00","0.00","0.00","2023-06-08 15:02:16","0","97"
"0.00","8.21","7.70","0.00","0.00","0.00","0.00","2023-06-08 15:03:28","0","98"
"0.00","8.21","7.70","0.00","0.00","0.00","0.00","2023-06-08 15:04:39","0","99"
"0.00","8.21","7.70","0.00","0.00","0.00","0.00","2023-06-08 15:05:52","0","100"
"0.00","8.21","7.70","0.00","0.00","0.00","0.00","2023-06-08 15:07:03","0","101"
"0.00","8.22","7.70","0.00","0.00","0.00","0.00","2023-06-08 15:08:15","0","102"
"0.00","8.22","7.69","0.00","0.00","0.00","0.00","2023-06-08 15:09:27","0","103"
"0.00","8.22","7.69","0.00","0.00","0.00","0.00","2023-06-08 15:10:39","0","104"
"0.00","8.22","7.69","0.00","0.00","0.00","0.00","2023-06-08 15:11:50","0","105"
"0.00","8.22","7.69","0.00","0.00","0.00","0.00","2023-06-08 15:13:02","0","106"
"0.00","8.22","7.69","0.00","0.00","0.00","0.00","2023-06-08 15:14:14","0","107"
"0.00","8.23","7.69","0.00","0.00","0.00","0.00","2023-06-08 15:15:25","0","108"
"0.00","8.23","7.68","0.00","0.00","0.00","0.00","2023-06-08 15:16:37","0","109"
"0.00","8.23","7.68","0.00","0.00","0.00","0.00","2023-06-08 15:17:49","0","110"
"0.00","8.23","7.69","0.00","0.00","0.00","0.00","2023-06-08 15:19:01","0","111"
"0.00","8.23","7.68","0.00","0.00","0.00","0.00","2023-06-08 15:20:12","0","112"
"0.00","8.23","7.68","0.00","0.00","0.00","0.00","2023-06-08 15:21:24","0","113"
"0.00","8.23","7.68","0.00","0.00","0.00","0.00","2023-06-08 15:22:35","0","114"
"0.00","8.23","7.68","0.00","0.00","0.00","0.00","2023-06-08 15:23:48","0","115"
"0.00","8.23","7.67","0.00","0.00","0.00","0.00","2023-06-08 15:25:00","0","116"
"0.00","8.23","7.68","0.00","0.00","0.00","0.00","2023-06-08 15:26:12","0","117"
"0.00","8.23","7.67","0.00","0.00","0.00","0.00","2023-06-08 15:27:24","0","118"
"0.00","8.23","7.67","0.00","0.00","0.00","0.00","2023-06-08 15:28:36","0","119"
"0.00","8.23","7.67","0.00","0.00","0.00","0.00","2023-06-08 15:29:48","0","120"
"0.00","8.24","7.67","0.00","0.00","0.00","0.00","2023-06-08 15:30:59","0","121"
"0.00","8.24","7.67","0.00","0.00","0.00","0.00","2023-06-08 15:32:11","0","122"
"0.00","8.24","7.66","0.00","0.00","0.00","0.00","2023-06-08 15:33:23","0","123"
"0.00","8.24","7.66","0.00","0.00","0.00","0.00","2023-06-08 15:34:34","0","124"
"0.00","8.24","7.66","0.00","0.00","0.00","0.00","2023-06-08 15:35:46","0","125"
"0.00","8.24","7.66","0.00","0.00","0.00","0.00","2023-06-08 15:36:58","0","126"
"0.00","8.24","7.66","0.00","0.00","0.00","0.00","2023-06-08 15:38:09","0","127"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:39:21","0","128"
"0.00","8.24","7.66","0.00","0.00","0.00","0.00","2023-06-08 15:40:33","0","129"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:41:44","0","130"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:42:56","0","131"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:44:08","0","132"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:45:20","0","133"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:46:31","0","134"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:47:43","0","135"
"0.00","8.25","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:48:58","0","136"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:50:10","0","137"
"0.00","8.24","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:51:22","0","138"
"0.00","8.25","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:52:33","0","139"
"0.00","8.25","7.64","0.00","0.00","0.00","0.00","2023-06-08 15:53:45","0","140"
"0.00","8.25","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:54:56","0","141"
"0.00","8.25","7.64","0.00","0.00","0.00","0.00","2023-06-08 15:56:08","0","142"
"0.00","8.25","7.64","0.00","0.00","0.00","0.00","2023-06-08 15:57:19","0","143"
"0.00","8.25","7.64","0.00","0.00","0.00","0.00","2023-06-08 15:58:31","0","144"
"0.00","8.25","7.65","0.00","0.00","0.00","0.00","2023-06-08 15:59:43","0","145"
"0.00","8.25","7.63","0.00","0.00","0.00","0.00","2023-06-08 16:00:54","0","146"
"0.00","8.25","7.63","0.00","0.00","0.00","0.00","2023-06-08 16:02:06","0","147"
"0.00","8.25","7.63","0.00","0.00","0.00","0.00","2023-06-08 16:03:19","0","148"
"0.00","8.25","7.63","0.00","0.00","0.00","0.00","2023-06-08 16:04:30","0","149"
"0.00","8.25","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:05:42","0","150"
"0.00","8.26","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:06:54","0","151"
"0.00","8.25","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:08:05","0","152"
"0.00","8.25","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:09:17","0","153"
"0.00","8.26","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:10:29","0","154"
"0.00","8.26","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:11:40","0","155"
"0.00","8.25","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:12:53","0","156"
"0.00","8.26","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:14:05","0","157"
"0.00","8.26","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:15:17","0","158"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:16:29","0","159"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:17:40","0","160"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:18:52","0","161"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:20:03","0","162"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:21:15","0","163"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:22:27","0","164"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:23:40","0","165"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:24:51","0","166"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:26:03","0","167"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:27:16","0","168"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:28:27","0","169"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:29:39","0","170"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:30:51","0","171"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:32:02","0","172"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:33:14","0","173"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:34:26","0","174"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:35:38","0","175"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:36:54","0","176"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:38:06","0","177"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:39:18","0","178"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:40:30","0","179"
"0.00","8.26","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:41:42","0","180"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:42:53","0","181"
"0.00","8.27","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:44:05","0","182"
"0.00","8.27","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:45:16","0","183"
"0.00","8.26","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:46:28","0","184"
"0.00","8.27","7.62","0.00","0.00","0.00","0.00","2023-06-08 16:47:39","0","185"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:48:51","0","186"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:50:03","0","187"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:51:14","0","188"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:52:26","0","189"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:53:38","0","190"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:54:49","0","191"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:56:01","0","192"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:57:14","0","193"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:58:25","0","194"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 16:59:37","0","195"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:00:48","0","196"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:02:00","0","197"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:03:13","0","198"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:04:25","0","199"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:05:37","0","200"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:06:48","0","201"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:08:00","0","202"
"0.00","8.27","7.60","0.00","0.00","0.00","0.00","2023-06-08 17:09:12","0","203"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:10:23","0","204"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:13:37","0","205"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:14:49","0","206"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:16:00","0","207"
"0.00","8.27","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:17:12","0","208"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:18:24","0","209"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:19:36","0","210"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:20:48","0","211"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:26:05","0","212"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:27:16","0","213"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:28:28","0","214"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:29:40","0","215"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:30:52","0","216"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:32:04","0","217"
"0.00","8.28","7.61","0.00","0.00","0.00","0.00","2023-06-08 17:33:15","0","218"
"0.00","8.33","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:37:36","0","219"
"0.00","8.33","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:38:47","0","220"
"0.00","8.33","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:39:59","0","221"
"0.00","8.33","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:41:11","0","222"
"0.00","8.33","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:42:24","0","223"
"0.00","8.33","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:43:36","0","224"
"0.00","8.31","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:44:47","0","225"
"0.00","7.48","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:46:00","0","226"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:47:12","0","227"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:48:24","0","228"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-09 12:49:35","0","229"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-09 14:06:27","0","230"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-09 14:08:27","0","231"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-09 14:10:45","0","232"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-09 14:11:32","0","233"
"26.40","26.40","6.62","0.00","0.00","0.00","0.00","2023-06-09 14:12:43","0","234"
"26.40","26.40","6.62","0.00","0.00","0.00","0.00","2023-06-09 14:13:55","0","235"
"26.40","26.40","6.62","0.00","0.00","0.00","0.00","2023-06-09 14:15:07","0","236"
"26.40","26.40","6.62","0.00","0.00","0.00","0.00","2023-06-09 14:16:19","0","237"
"26.40","26.40","6.62","0.00","0.00","0.00","0.00","2023-06-09 14:17:31","0","238"
"26.40","26.40","6.62","0.00","0.00","0.00","0.00","2023-06-09 14:18:43","0","239"
"26.40","26.40","6.63","0.00","0.00","0.00","0.00","2023-06-09 14:19:55","0","240"
"26.40","26.40","6.62","0.00","0.00","0.00","0.00","2023-06-09 14:21:06","0","241"
"26.40","26.40","6.63","0.00","0.00","0.00","0.00","2023-06-09 14:22:18","0","242"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-12 10:50:04","0","243"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-12 10:56:19","0","244"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-12 10:57:31","0","245"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-12 10:59:56","0","246"
"0.00","0.00","0.00","0.00","0.00","0.00","0.00","2023-06-12 11:01:07","0","247"
"24.80","8.40","7.72","0.00","0.00","0.00","0.00","2023-06-12 11:02:22","0","248"
"24.80","8.40","7.72","0.00","0.00","0.00","0.00","2023-06-12 11:03:34","0","249"
"24.80","8.40","7.72","0.00","0.00","0.00","0.00","2023-06-12 11:04:45","0","250"
"24.80","8.39","7.73","0.00","0.00","0.00","0.00","2023-06-12 11:05:57","0","251"
"24.80","8.39","7.74","0.00","0.00","0.00","0.00","2023-06-12 11:07:09","0","252"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:08:21","0","253"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:09:32","0","254"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:10:44","0","255"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:11:56","0","256"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:12:56","0","257"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:14:08","0","258"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:15:19","0","259"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:16:31","0","260"
"24.80","8.40","7.75","0.00","0.00","0.00","0.00","2023-06-12 11:17:42","0","261"
"24.90","8.39","6.96","0.00","0.00","0.00","0.00","2023-06-12 11:18:55","0","262"
"24.90","8.40","7.70","0.00","0.00","0.00","0.00","2023-06-12 11:20:07","0","263"
"24.90","8.40","7.69","0.00","0.00","0.00","0.00","2023-06-12 11:21:19","0","264"
"24.90","8.40","7.67","0.00","0.00","0.00","0.00","2023-06-12 11:22:30","0","265"
"24.90","8.40","7.64","0.00","0.00","0.00","0.00","2023-06-12 11:23:42","0","266"
"24.90","8.40","9.41","0.00","0.00","0.00","0.00","2023-06-12 11:24:55","0","267"
"24.90","8.40","7.23","0.00","0.00","0.00","0.00","2023-06-12 11:26:07","0","268"
"24.80","7.46","7.09","0.00","0.00","0.00","0.00","2023-06-12 11:27:19","0","269"
"24.60","7.06","6.91","0.00","0.00","0.00","0.00","2023-06-12 11:28:30","0","270"
"24.50","6.75","6.79","0.00","0.00","0.00","0.00","2023-06-12 11:29:42","0","271"
"24.70","7.96","6.72","0.00","0.00","0.00","0.00","2023-06-12 11:30:54","0","272"
"24.90","8.00","6.64","0.00","0.00","0.00","0.00","2023-06-12 11:32:05","0","273"
"25.10","8.00","6.59","0.00","0.00","0.00","0.00","2023-06-12 11:33:17","0","274"
"25.20","8.01","6.56","0.00","0.00","0.00","0.00","2023-06-12 11:34:28","0","275"
"25.30","8.01","0.00","0.00","0.00","0.00","0.00","2023-06-12 11:35:40","0","276"
"25.40","8.01","7.45","0.00","0.00","0.00","0.00","2023-06-12 11:36:51","0","277"
"25.40","8.01","7.34","0.00","0.00","0.00","0.00","2023-06-12 11:38:03","0","278"
"25.50","8.01","7.27","0.00","0.00","0.00","0.00","2023-06-12 11:39:14","0","279"
"25.50","8.01","7.20","0.00","0.00","0.00","0.00","2023-06-12 11:40:26","0","280"
"25.50","8.01","7.17","0.00","0.00","0.00","0.00","2023-06-12 11:41:38","0","281"
"25.60","8.01","7.14","0.00","0.00","0.00","0.00","2023-06-12 11:42:49","0","282"
"25.60","8.02","7.11","0.00","0.00","0.00","0.00","2023-06-12 11:44:01","0","283"
"25.60","8.02","7.09","0.00","0.00","0.00","0.00","2023-06-12 11:45:12","0","284"
"25.60","8.02","7.08","0.00","0.00","0.00","0.00","2023-06-12 11:46:24","0","285"
"25.60","8.03","7.06","0.00","0.00","0.00","0.00","2023-06-12 11:47:36","0","286"
"25.70","8.03","7.06","0.00","0.00","0.00","0.00","2023-06-12 11:48:48","0","287"
"25.70","8.03","7.05","0.00","0.00","0.00","0.00","2023-06-12 11:50:00","0","288"
"25.70","8.03","7.05","0.00","0.00","0.00","0.00","2023-06-12 11:51:11","0","289"
"25.70","8.04","7.04","0.00","0.00","0.00","0.00","2023-06-12 11:52:23","0","290"
"25.70","8.04","7.04","0.00","0.00","0.00","0.00","2023-06-12 11:53:34","0","291"
"25.70","8.04","7.04","0.00","0.00","0.00","0.00","2023-06-12 11:54:46","0","292"
"25.70","8.04","7.04","0.00","0.00","0.00","0.00","2023-06-12 11:55:57","0","293"
"25.70","8.04","7.05","0.00","0.00","0.00","0.00","2023-06-12 11:57:09","0","294"
"25.80","8.04","7.05","0.00","0.00","0.00","0.00","2023-06-12 11:58:20","0","295"
"25.80","8.05","7.05","0.00","0.00","0.00","0.00","2023-06-12 11:59:32","0","296"
"25.80","8.05","7.05","0.00","0.00","0.00","0.00","2023-06-12 12:00:44","0","297"
